"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL592131";"";"None";"389.82";"0";"2.10";"23";"N#Cc1ccc(Cn2cncn2)cc1-c1ccc(OS(N)(=O)=O)c(Cl)c1";"IC50";"'='";"0.5";"nM";"9.30";"";"";"UO_0000065";"23.86";"0.49";"7.20";"7.51";"0";"CHEMBL1067556";"Inhibition of aromatase in human JEG3 cells by scintillation spectrometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157574";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308202";"";"";"";"0.5"
"CHEMBL27467";"";"None";"298.39";"0";"2.62";"2g";"Nc1ccc(C23CC(C2)C(=O)N(C2CCCCC2)C3=O)cc1";"Inhibition potency";"'='";"140.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL661761";"Inhibition of human placental Cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125660";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"140.0"
"CHEMBL388930";"";"None";"307.31";"0";"3.07";"2";"O=C(c1ccccc1)c1cc(Cn2ccnc2)ccc1[N+](=O)[O-]";"IC50";"'='";"31.0";"nM";"7.51";"";"";"UO_0000065";"24.43";"0.45";"4.44";"9.62";"0";"CHEMBL889228";"Inhibition of CYP19 in human placental microsomes";"B";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3987910";"Placenta";"None";"Microsomes";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145461";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"31.0"
"CHEMBL2312957";"";"None";"370.45";"0";"4.11";"(-)-3k";"COc1ccc(C(c2ccncc2)c2cc3c4c(c2)CCN4C(=O)CC3)cc1";"IC50";"'='";"92.0";"nM";"7.04";"";"";"UO_0000065";"18.99";"0.34";"2.93";"16.58";"0";"CHEMBL2321525";"Inhibition of human CYP19 using [1beta-3H]androstenedione as substrate by 3H2O method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311453";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";"";"92.0"
"CHEMBL2312964";"";"None";"280.33";"0";"2.00";"4a";"O=C1CCc2cc(C(O)c3cccnc3)cc3c2N1CC3";"IC50";"'>'";"5000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2321525";"Inhibition of human CYP19 using [1beta-3H]androstenedione as substrate by 3H2O method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311453";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";"";"5000.0"
"CHEMBL2417619";"";"None";"249.32";"0";"3.55";"15";"CC(c1ccc(-c2ccccc2)nc1)n1ccnc1";"Inhibition";"'='";"1.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2423313";"Inhibition of microsomal CYP19 in human placenta using [1beta-3H]-androstenedione as substrate at 2 uM by 3H2O method relative to control";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417547";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";"";"1.0"
"CHEMBL388507";"";"None";"355.79";"0";"2.99";"11f";"COc1cc(CN(c2ccc(C#N)cc2)n2cnnc2)cc(Cl)c1O";"IC50";"'='";"0.51";"nM";"9.29";"";"";"UO_0000065";"26.12";"0.51";"6.30";"10.66";"0";"CHEMBL890184";"Inhibition of aromatase in JEG3 cell membrane";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145445";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3308202";"";"";"";"0.51"
"CHEMBL1630267";"";"None";"304.43";"0";"2.85";"37";"C[C@]12CC[C@H]3[C@@H](C[C@@H](O)C4=CCCC[C@@]43CO)[C@@H]1CCC2=O";"Ki";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"22.86";"0.43";"4.11";"12.10";"0";"CHEMBL660323";"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134295";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"110.0"
"CHEMBL1173066";"";"None";"299.37";"0";"3.34";"43";"COc1cc(/C=C/c2ccc(CN)cc2)cc(OC)c1OC";"Inhibition";"'='";"12.01";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1175840";"Inhibition of human aromatase at 20 ug/ml preincubated with NADP+ for 10 mins before substrate addition measured after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1177666";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"12.01"
"CHEMBL1173509";"";"None";"240.26";"0";"3.35";"50";"Nc1ccc(/C=C/c2cccc([N+](=O)[O-])c2)cc1";"Inhibition";"'='";"38.08";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1175840";"Inhibition of human aromatase at 20 ug/ml preincubated with NADP+ for 10 mins before substrate addition measured after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1177666";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"38.08"
"CHEMBL1173574";"";"None";"315.24";"0";"3.58";"52";"O=[N+]([O-])c1ccc(/C=C/c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)cc1";"Inhibition";"'='";"4.21";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1175840";"Inhibition of human aromatase at 20 ug/ml preincubated with NADP+ for 10 mins before substrate addition measured after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1177666";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"4.21"
"CHEMBL1172401";"";"None";"341.32";"0";"3.62";"73";"CC(=O)Oc1cc(/C=C/c2ccc([N+](=O)[O-])cc2)cc(OC(C)=O)c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1175842";"Inhibition of human aromatase preincubated with NADP+ for 10 mins before substrate addition measured after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1177666";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";""
"CHEMBL1173641";"";"None";"255.32";"0";"3.46";"34";"COc1ccc(/C=C/c2cccc(N)c2)c(OC)c1";"Vmax";"'='";"35.1";"pmol/min";"";"";"";"";"";"";"";"";"0";"CHEMBL1175844";"Inhibition of human aromatase assessed per mg of protein at IC50 concentration preincubated with NADP+ for 10 mins before substrate addition measured after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1177666";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"35.1"
"CHEMBL8417";"";"None";"340.51";"1";"5.28";"4d";"CCCC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12";"Ki";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"23.07";"0.43";"2.57";"23.00";"0";"CHEMBL666404";"Apparent inhibition constant (Ki) Cytochrome P450 19A1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129505";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";"";"14.0"
"CHEMBL3526818";"";"None";"345.93";"0";"3.20";"[14C]-Fingolimod, FTY720";"CCCCCCCCc1ccc(CC[14C](N)(CO)CO)cc1.Cl";"Drug metabolism";"";"";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3535834";"Activity at human recombinant CYP19 expressed in baculovirus-infected BTI-TN-5B1-4 insect cell microsomes assessed as metabolite formation at 5 to 100 uM after 30 mins by HPLC-RA analysis";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"TESTED_COMPOUND_NAME: [14C]-Fingolimod";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3525920";"1";"Scientific Literature";"Drug Metab Dispos";"2011";"CHEMBL3833782";"";"";"Metabolite not detected";""
"CHEMBL267508";"";"None";"343.38";"0";"4.49";"4 (Z-enriched mixture)";"COc1ccc2c(c1)OC(c1ccccc1)/C(=C/c1ccncc1)C2=O";"IC50";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"16.88";"0.30";"1.31";"11.97";"0";"CHEMBL666797";"In vitro inhibition of [1,2,6,7-3H]-androstenedione binding to human placental microsome cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135267";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";"";"1.6"
"CHEMBL22485";"";"None";"239.27";"0";"2.38";"9";"O=C1c2cccc(O)c2CC1Cc1ccncc1";"IC50";"'='";"4200.0";"nM";"5.38";"";"";"UO_0000065";"22.47";"0.41";"3.00";"10.71";"0";"CHEMBL660330";"Inhibition of human Placental Cytochrome P450 19A1 in vitro using human placental microsomes and testosterone";"B";"BAO_0000251";"microsome format";"None";"CHEMBL3987910";"Placenta";"None";"Microsomes";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127708";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";"";"4.2"
"CHEMBL366570";"";"None";"221.30";"0";"3.88";"19";"Cc1ccc2c(c1)/C(=C\c1cccnc1)CC2";"IC50";"'='";"4600.0";"nM";"5.34";"";"";"UO_0000065";"24.12";"0.43";"1.46";"41.41";"1";"CHEMBL1246069";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240479";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"4.6"
"CHEMBL176287";"";"None";"241.72";"0";"4.22";"24";"Clc1cccc2c1CC/C2=C\c1cccnc1";"IC50";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"28.49";"0.55";"2.67";"53.42";"1";"CHEMBL1246069";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240479";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"0.13"
"CHEMBL176609";"";"None";"237.30";"0";"3.58";"11";"COc1ccc2c(c1)CC/C2=C\c1cccnc1";"IC50";"'='";"4305266.1";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1246069";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240479";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"2.366"
"CHEMBL366570";"";"None";"221.30";"0";"3.88";"19";"Cc1ccc2c(c1)/C(=C\c1cccnc1)CC2";"IC50";"'='";"4602565.74";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1246069";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240479";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"2.337"
"CHEMBL445362";"";"None";"318.48";"0";"4.00";"2";"C[C@]12CCC3C(CCC4=CC(=O)CC[C@@]43CS)C1CCC2=O";"k cat";"'='";"0.0025";"";"";"";"";"";"";"";"";"";"0";"CHEMBL763997";"Catalytic constant (Kcat) for reversible enzyme-ligand complex formation with human placental aromatase (PL2)";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124325";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";"";"";"0.0025"
"CHEMBL488";"AMINOGLUTETHIMIDE";"4.0";"232.28";"0";"1.35";"1";"CCC1(c2ccc(N)cc2)CCC(=O)NC1=O";"Inhibition";"'='";"90.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL661754";"Inhibition of human placental aromatase Cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1122309";"1";"Scientific Literature";"J Med Chem";"1983";"None";"";"";"";"90.0"
"CHEMBL1957218";"";"None";"253.33";"0";"3.58";"15";"Cc1cnccc1-c1nc(-c2cccnc2)cs1";"IC50";"'='";"78.0";"nM";"7.11";"";"";"UO_0000065";"28.06";"0.54";"3.53";"18.38";"0";"CHEMBL1961307";"Inhibition of human aromatase using dibenzylfluorescein substrate preincubated for 30 mins measured after 30 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1955720";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";"";"0.078"
"CHEMBL3245357";"";"None";"409.60";"1";"5.44";"7-alpha-APTA";"C[C@]12CCC(=O)C=C1C[C@@H](Sc1ccc(N)cc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"Ki";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"18.91";"0.36";"2.30";"12.87";"1";"CHEMBL662244";"Apparent binding affinity for human placental Cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128481";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";"";"18.0"
"CHEMBL2235952";"";"None";"344.41";"0";"4.17";"28, DPJ-1055";"O=C1/C(=C/c2ccccc2OCCCn2ccnc2)Cc2ccccc21";"Ratio IC50";"'='";"26.6";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3062619";"Ratio of aminoglutethimide IC50 to compound IC50 for Homo sapiens (human) aromatase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3045212";"1";"Scientific Literature";"Med Chem Res";"2011";"None";"";"";"";"26.6"
"CHEMBL2235952";"";"None";"344.41";"0";"4.17";"28, DPJ-1055";"O=C1/C(=C/c2ccccc2OCCCn2ccnc2)Cc2ccccc21";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"17.30";"0.31";"1.79";"13.51";"0";"CHEMBL3062621";"Inhibition of Homo sapiens (human) aromatase assessed as 3H2O formation using [1beta,2beta-3H]testosterone as substrate by liquid scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3045212";"1";"Scientific Literature";"Med Chem Res";"2011";"None";"";"";"";"1.1"
"CHEMBL3349942";"";"None";"408.61";"1";"6.17";"4";"Cc1ccc(S[C@@H]2CC3=CC(=O)CC[C@]3(C)[C@H]3CC[C@]4(C)C(=O)CC[C@H]4[C@H]23)cc1";"Inhibition";"'='";"7.83";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL661756";"Inhibition of Cytochrome P450 19A1 at 0.25 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1123018";"1";"Scientific Literature";"J Med Chem";"1985";"None";"";"";"";"7.83"
"CHEMBL1203766";"";"None";"313.63";"0";"3.57";"26b";"Brc1ccc(C2CCCc3cncn32)cc1.Cl";"IC50";"'='";"7.6";"nM";"8.12";"";"";"UO_0000065";"29.29";"0.69";"4.55";"45.56";"0";"CHEMBL663244";"In vitro inhibition of cytochrome P450 19A1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125250";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"7.6"
"CHEMBL1203766";"";"None";"313.63";"0";"3.57";"26b";"Brc1ccc(C2CCCc3cncn32)cc1.Cl";"EDmin";"'='";"0.5";"uM kg-1";"";"";"";"";"";"";"";"";"0";"CHEMBL785504";"Minimum inhibitory dose against ovarian estrogen synthesis";"F";"BAO_0000019";"assay format";"Rattus norvegicus";"None";"None";"None";"None";"";"";"";"CHEMBL3859";"Aromatase";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1125250";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"0.5"
"CHEMBL269761";"";"None";"246.31";"0";"1.80";"4";"CC[C@]1(c2ccncc2)CC(C)(C)C(=O)NC1=O";"IC50";"'>'";"200000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL660334";"Inhibition of Cytochrome P450 19A1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125308";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"200.0"
"CHEMBL3099686";"";"None";"301.73";"0";"2.27";"12a";"COC(=O)[C@]1(c2ccc(C#N)cc2Cl)CCc2cncn21";"IC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"24.20";"0.47";"5.03";"10.75";"0";"CHEMBL3101167";"Inhibition of human CYP19 preincubated for 10 mins followed by protein addition measured after 90 mins by fluorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3098017";"1";"Scientific Literature";"ACS Med Chem Lett";"2013";"None";"";"";"";"0.05"
"CHEMBL419619";"";"None";"330.23";"0";"4.30";"(+)-7";"COc1cc2c(cc1Br)CCC1C(c3ccncc3)C21";"IC50";"'='";"920.0";"nM";"6.04";"";"";"UO_0000065";"18.28";"0.41";"1.74";"27.29";"0";"CHEMBL662434";"Inhibition of Human placental Cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128393";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";"";"0.92"
"CHEMBL206283";"";"None";"221.30";"0";"3.96";"6";"CC1=C(c2cccnc2)CCc2ccccc21";"IC50";"'='";"6045.0";"nM";"5.22";"";"";"UO_0000065";"23.58";"0.42";"1.26";"40.49";"0";"CHEMBL860942";"Inhibition of human placental CYP19";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146077";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";"";"6045.0"
"CHEMBL23364";"";"None";"239.32";"0";"3.13";"20";"Oc1cccc2c1CCC(Cc1ccncc1)C2";"Relative potency";"'='";"70.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL666307";"Potency relative to AG(IC50 37 uM)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127708";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";"";"70.0"
"CHEMBL23150";"";"None";"221.26";"0";"2.90";"(E)-1";"O=C1/C(=C/c2ccncc2)Cc2ccccc21";"Relative potency";"'='";"1.5";"";"";"";"";"";"";"";"";"";"0";"CHEMBL662269";"Potency relative to AG(IC50 37 uM)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127708";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";"";"1.5"
"CHEMBL168434";"";"None";"224.26";"0";"2.62";"16";"O=C1/C(=C/c2c[nH]cn2)CCc2ccccc21";"IC50";"'='";"260.0";"nM";"6.58";"";"";"UO_0000065";"29.36";"0.53";"3.97";"14.39";"0";"CHEMBL661699";"In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129578";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";"";"0.26"
"CHEMBL169086";"";"None";"241.31";"0";"3.36";"14";"O=C1/C(=C/c2cncs2)CCc2ccccc21";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"24.69";"0.48";"2.60";"19.89";"0";"CHEMBL661699";"In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129578";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";"";"1.1"
"CHEMBL388093";"";"None";"321.34";"0";"2.33";"17d";"COc1ccc(CN(c2ccc(C#N)cc2)n2cnnc2)cc1O";"IC50";"'='";"1.2";"nM";"8.92";"";"";"UO_0000065";"27.76";"0.51";"6.59";"10.23";"0";"CHEMBL890184";"Inhibition of aromatase in JEG3 cell membrane";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145445";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3308202";"";"";"";"1.2"
"CHEMBL130546";"";"None";"402.54";"0";"4.73";"13";"CC12CCC3C(Cc4c5c(nn4Cc4ccccc4)C(=O)CCC53C)C1CCC2=O";"IC50";"'='";"245.0";"nM";"6.61";"";"";"UO_0000065";"16.42";"0.30";"1.88";"12.72";"0";"CHEMBL645585";"Inhibition of cytochrome P450 19A1 aromatase from human placental microsomes";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151017";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";"";"245.0"
"CHEMBL48160";"";"None";"350.89";"0";"3.67";"11c";"C[C@]12CCC3C(CCC4=CC(=O)CC[C@@]43C(O)CCl)C1CCC2=O";"Ki";"'='";"63.0";"nM";"7.20";"";"";"UO_0000065";"20.52";"0.41";"3.53";"13.24";"0";"CHEMBL663783";"Inhibition of binding to human Placental Cytochrome P450 19A1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125704";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"0.063"
"CHEMBL28806";"";"None";"314.42";"0";"3.47";"31b";"C[C@]12CCC3C(CCC4=CC(=O)CC[C@@]43C3CO3)C1CCC2=O";"Ki";"'='";"75.0";"nM";"7.12";"";"";"UO_0000065";"22.66";"0.42";"3.65";"15.27";"0";"CHEMBL661762";"Binding affinity was measured on Cytochrome P450 19A1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124997";"1";"Scientific Literature";"J Med Chem";"1990";"None";"";"";"";"75.0"
"CHEMBL369623";"";"None";"241.72";"0";"4.22";"25b";"Clc1cccc2c1CC/C2=C/c1cccnc1";"IC50";"'='";"230.0";"nM";"6.64";"";"";"UO_0000065";"27.46";"0.53";"2.42";"51.50";"0";"CHEMBL830012";"In vitro inhibitory concentration against human placental CYP19 incubated with 500 nM of substrate androstenedione in presence of the compound";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142706";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"230.0"
"CHEMBL176118";"";"None";"286.17";"0";"4.33";"9b";"Brc1ccc2c(c1)CC/C2=C/c1cccnc1";"IC50";"'='";"7370.0";"nM";"5.13";"";"";"UO_0000065";"17.94";"0.41";"0.80";"39.82";"0";"CHEMBL830012";"In vitro inhibitory concentration against human placental CYP19 incubated with 500 nM of substrate androstenedione in presence of the compound";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142706";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"7370.0"
